trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2019-01-19 00:00:00 +0000 +0000,1,53,22.4720279720279720
2019-01-20 00:00:00 +0000 +0000,1,44,17.9965034965034965
2019-01-21 00:00:00 +0000 +0000,1,67,26.9791666666666667
2019-01-22 00:00:00 +0000 +0000,2,62,26.0766550522648084
2019-01-23 00:00:00 +0000 +0000,1,78,32.8111888111888112
2019-01-24 00:00:00 +0000 +0000,6,29,13.0454545454545455
2019-01-25 00:00:00 +0000 +0000,1,71,30.4146341463414634
2019-01-26 00:00:00 +0000 +0000,1,58,24.5783972125435540
2019-01-27 00:00:00 +0000 +0000,1,45,20.0034722222222222
2019-01-28 00:00:00 +0000 +0000,1,65,24.7587412587412587
2019-01-29 00:00:00 +0000 +0000,1,67,27.5749128919860627
2019-01-30 00:00:00 +0000 +0000,1,67,27.1333333333333333
2019-01-31 00:00:00 +0000 +0000,2,81,34.2552447552447552
2019-02-01 00:00:00 +0000 +0000,8,69,32.9930555555555556
2019-02-02 00:00:00 +0000 +0000,1,53,24.2404181184668990
2019-02-03 00:00:00 +0000 +0000,1,42,16.0836236933797909
2019-02-04 00:00:00 +0000 +0000,1,54,21.9930069930069930
2019-02-05 00:00:00 +0000 +0000,1,60,25.4097222222222222
2019-02-06 00:00:00 +0000 +0000,1,60,29.0278745644599303
2019-02-07 00:00:00 +0000 +0000,4,76,34.2881944444444444
2019-02-08 00:00:00 +0000 +0000,9,63,32.3816254416961131
2019-02-09 00:00:00 +0000 +0000,6,45,22.8571428571428571
2019-02-10 00:00:00 +0000 +0000,1,42,16.4146341463414634
2019-02-11 00:00:00 +0000 +0000,1,58,23.7915194346289753
2019-02-12 00:00:00 +0000 +0000,1,72,29.1145833333333333
2019-02-13 00:00:00 +0000 +0000,4,71,36.0836236933797909
2019-02-14 00:00:00 +0000 +0000,6,62,28.3506944444444444
2019-02-15 00:00:00 +0000 +0000,6,71,32.2996515679442509
2019-02-16 00:00:00 +0000 +0000,4,51,23.3473684210526316
2019-02-17 00:00:00 +0000 +0000,1,36,14.3475177304964539
2019-02-18 00:00:00 +0000 +0000,1,60,23.2777777777777778
2019-02-19 00:00:00 +0000 +0000,1,63,27.7508771929824561
2019-02-20 00:00:00 +0000 +0000,2,63,27.7412587412587413
2019-02-21 00:00:00 +0000 +0000,1,63,27.6250000000000000
2019-02-22 00:00:00 +0000 +0000,1,63,26.5139860139860140
2019-02-23 00:00:00 +0000 +0000,8,54,34.5244755244755245
2019-02-24 00:00:00 +0000 +0000,13,33,23.4097222222222222
2019-02-25 00:00:00 +0000 +0000,6,51,26.5069930069930070
2019-02-26 00:00:00 +0000 +0000,2,58,26.2326388888888889
2019-02-27 00:00:00 +0000 +0000,6,72,33.6713286713286713
2019-02-28 00:00:00 +0000 +0000,2,56,25.2891986062717770
2019-03-01 00:00:00 +0000 +0000,1,69,27.3776223776223776
2019-03-02 00:00:00 +0000 +0000,1,53,21.3020833333333333
2019-03-03 00:00:00 +0000 +0000,1,42,16.3929824561403509
2019-03-04 00:00:00 +0000 +0000,1,58,23.7438596491228070
2019-03-05 00:00:00 +0000 +0000,1,62,27.4545454545454545
2019-03-06 00:00:00 +0000 +0000,1,60,29.4930069930069930
2019-03-07 00:00:00 +0000 +0000,1,69,30.3111888111888112
2019-03-08 00:00:00 +0000 +0000,1,69,30.6302816901408451
2019-03-09 00:00:00 +0000 +0000,1,53,23.3298611111111111
2019-03-10 00:00:00 +0000 +0000,1,44,19.7951388888888889
2019-03-11 00:00:00 +0000 +0000,1,58,23.8153310104529617
2019-03-12 00:00:00 +0000 +0000,1,76,34.5281690140845070
2019-03-13 00:00:00 +0000 +0000,6,60,31.0604982206405694
2019-03-14 00:00:00 +0000 +0000,1,62,25.2500000000000000
2019-03-15 00:00:00 +0000 +0000,2,63,28.3829787234042553
2019-03-16 00:00:00 +0000 +0000,1,51,24.8279569892473118
2019-03-17 00:00:00 +0000 +0000,1,47,20.3937282229965157
2019-03-18 00:00:00 +0000 +0000,1,54,24.0565371024734982
2019-03-19 00:00:00 +0000 +0000,1,58,25.8795620437956204
2019-03-20 00:00:00 +0000 +0000,1,60,26.7508771929824561
2019-03-21 00:00:00 +0000 +0000,1,62,26.4825174825174825
2019-03-22 00:00:00 +0000 +0000,1,71,24.8563535911602210
2019-03-23 00:00:00 +0000 +0000,2,56,28.3076923076923077
2019-03-24 00:00:00 +0000 +0000,11,60,32.0384615384615385
2019-03-25 00:00:00 +0000 +0000,24,65,49.4615384615384615
2019-03-26 00:00:00 +0000 +0000,22,58,46.4615384615384615
2019-03-27 00:00:00 +0000 +0000,2,53,30.1472392638036810
2019-03-28 00:00:00 +0000 +0000,1,63,26.5279720279720280
2019-03-29 00:00:00 +0000 +0000,1,62,29.0839160839160839
2019-03-30 00:00:00 +0000 +0000,1,42,18.8671328671328671
2019-03-31 00:00:00 +0000 +0000,1,18,4.6993006993006993
2019-04-01 00:00:00 +0000 +0000,1,60,22.3006993006993007
2019-04-02 00:00:00 +0000 +0000,1,62,24.4895104895104895
2019-04-03 00:00:00 +0000 +0000,1,56,25.6175438596491228
2019-04-04 00:00:00 +0000 +0000,4,58,26.9300699300699301
2019-04-05 00:00:00 +0000 +0000,1,65,30.7535211267605634
2019-04-06 00:00:00 +0000 +0000,9,51,28.0524475524475524
2019-04-07 00:00:00 +0000 +0000,1,49,24.8175438596491228
2019-04-08 00:00:00 +0000 +0000,2,54,25.0627177700348432
2019-04-09 00:00:00 +0000 +0000,2,67,26.3345070422535211
2019-04-10 00:00:00 +0000 +0000,2,54,27.9403508771929825
2019-04-11 00:00:00 +0000 +0000,1,54,26.3321678321678322
2019-04-12 00:00:00 +0000 +0000,1,63,27.7237762237762238
2019-04-13 00:00:00 +0000 +0000,4,51,28.2992957746478873
2019-04-14 00:00:00 +0000 +0000,2,42,21.2717770034843206
2019-04-15 00:00:00 +0000 +0000,4,49,22.1092896174863388
2019-04-16 00:00:00 +0000 +0000,4,54,34.2543352601156069
2019-04-17 00:00:00 +0000 +0000,1,60,25.6537102473498233
2019-04-18 00:00:00 +0000 +0000,1,65,30.3063380281690141
2019-04-19 00:00:00 +0000 +0000,6,71,31.7964912280701754
2019-04-20 00:00:00 +0000 +0000,1,54,28.6912280701754386
2019-04-21 00:00:00 +0000 +0000,1,56,22.4225352112676056
2019-04-22 00:00:00 +0000 +0000,1,53,21.6118881118881119
2019-04-23 00:00:00 +0000 +0000,1,38,15.9860139860139860
2019-04-24 00:00:00 +0000 +0000,1,56,26.1958041958041958
2019-04-25 00:00:00 +0000 +0000,1,60,26.8741258741258741
2019-04-26 00:00:00 +0000 +0000,1,63,29.0456140350877193
2019-04-27 00:00:00 +0000 +0000,1,53,25.7500000000000000
2019-04-28 00:00:00 +0000 +0000,1,60,21.5644599303135889
2019-04-29 00:00:00 +0000 +0000,1,56,25.1126760563380282
2019-04-30 00:00:00 +0000 +0000,1,71,31.9017543859649123
2019-05-01 00:00:00 +0000 +0000,1,31,14.2097378277153558
2019-05-02 00:00:00 +0000 +0000,2,65,31.6466431095406360
2019-05-03 00:00:00 +0000 +0000,1,67,30.6678321678321678
2019-05-04 00:00:00 +0000 +0000,1,53,25.8496503496503497
2019-05-05 00:00:00 +0000 +0000,1,47,15.8480565371024735
2019-05-06 00:00:00 +0000 +0000,1,54,20.8701754385964912
2019-05-07 00:00:00 +0000 +0000,1,54,23.9368421052631579
2019-05-08 00:00:00 +0000 +0000,1,49,20.9440559440559441
2019-05-09 00:00:00 +0000 +0000,1,56,20.5664335664335664
2019-05-10 00:00:00 +0000 +0000,1,65,26.7298245614035088
2019-05-11 00:00:00 +0000 +0000,1,56,22.0580357142857143
2019-05-12 00:00:00 +0000 +0000,1,42,12.8251748251748252
2019-05-13 00:00:00 +0000 +0000,1,56,21.7508771929824561
2019-05-14 00:00:00 +0000 +0000,1,54,21.3063380281690141
2019-05-15 00:00:00 +0000 +0000,1,56,21.7394366197183099
2019-05-16 00:00:00 +0000 +0000,1,58,23.0874125874125874
2019-05-17 00:00:00 +0000 +0000,1,71,27.3851590106007067
2019-05-18 00:00:00 +0000 +0000,1,45,17.5649122807017544
2019-05-19 00:00:00 +0000 +0000,1,45,11.0631578947368421
2019-05-20 00:00:00 +0000 +0000,1,45,15.5431034482758621
2019-05-22 00:00:00 +0000 +0000,2,60,32.2137404580152672
2019-05-23 00:00:00 +0000 +0000,1,62,24.9685314685314685
2019-05-24 00:00:00 +0000 +0000,1,67,30.1223776223776224
2019-05-25 00:00:00 +0000 +0000,1,53,21.7508771929824561
2019-05-26 00:00:00 +0000 +0000,1,45,13.4860139860139860
2019-05-27 00:00:00 +0000 +0000,1,60,24.8736842105263158
2019-05-28 00:00:00 +0000 +0000,1,62,25.9930069930069930
2019-05-29 00:00:00 +0000 +0000,1,63,27.9859154929577465
2019-05-30 00:00:00 +0000 +0000,1,71,30.5070921985815603
2019-05-31 00:00:00 +0000 +0000,1,60,29.7163120567375887
2019-06-01 00:00:00 +0000 +0000,1,45,20.5000000000000000
2019-06-02 00:00:00 +0000 +0000,1,27,10.3797909407665505
2019-06-03 00:00:00 +0000 +0000,1,26,8.3897637795275591
2019-06-04 00:00:00 +0000 +0000,1,56,22.7937743190661479
2019-06-05 00:00:00 +0000 +0000,1,49,21.6356589147286822
2019-06-06 00:00:00 +0000 +0000,1,31,13.4631578947368421
2019-06-07 00:00:00 +0000 +0000,1,24,9.0210526315789474
2019-06-08 00:00:00 +0000 +0000,1,18,9.0699300699300699
2019-06-09 00:00:00 +0000 +0000,1,18,7.8586572438162544
2019-06-10 00:00:00 +0000 +0000,1,56,19.8140350877192982
2019-06-11 00:00:00 +0000 +0000,1,54,24.5894736842105263
2019-06-12 00:00:00 +0000 +0000,1,56,24.9475524475524476
2019-06-13 00:00:00 +0000 +0000,1,63,27.3881118881118881
2019-06-14 00:00:00 +0000 +0000,1,67,29.1567944250871080
2019-06-15 00:00:00 +0000 +0000,1,54,26.1298245614035088
2019-06-16 00:00:00 +0000 +0000,1,44,20.2996515679442509
2019-06-17 00:00:00 +0000 +0000,1,62,27.7342657342657343
2019-06-18 00:00:00 +0000 +0000,1,63,28.9103942652329749
2019-06-19 00:00:00 +0000 +0000,1,63,30.3816254416961131
2019-06-20 00:00:00 +0000 +0000,1,67,31.1719298245614035
2019-06-21 00:00:00 +0000 +0000,1,67,31.2947368421052632
2019-06-22 00:00:00 +0000 +0000,1,58,30.2456140350877193
2019-06-23 00:00:00 +0000 +0000,1,47,19.5528169014084507
2019-06-24 00:00:00 +0000 +0000,1,65,29.3087719298245614
2019-06-25 00:00:00 +0000 +0000,1,63,29.9684210526315789
2019-06-26 00:00:00 +0000 +0000,2,62,28.6202090592334495
2019-06-27 00:00:00 +0000 +0000,2,60,30.8141263940520446
2019-06-28 00:00:00 +0000 +0000,2,60,30.7112676056338028
2019-06-29 00:00:00 +0000 +0000,1,81,26.4146341463414634
2019-06-30 00:00:00 +0000 +0000,1,36,19.2412587412587413
2019-07-01 00:00:00 +0000 +0000,1,49,27.6654135338345865
2019-07-02 00:00:00 +0000 +0000,1,53,24.4564459930313589
2019-07-03 00:00:00 +0000 +0000,1,54,25.1805555555555556
2019-07-04 00:00:00 +0000 +0000,1,54,26.3240418118466899
2019-07-05 00:00:00 +0000 +0000,1,56,27.1423611111111111
2019-07-06 00:00:00 +0000 +0000,1,40,22.2961672473867596
2019-07-07 00:00:00 +0000 +0000,1,33,16.3767605633802817
2019-07-08 00:00:00 +0000 +0000,1,56,24.7237762237762238
2019-07-09 00:00:00 +0000 +0000,1,51,24.2822299651567944
2019-07-10 00:00:00 +0000 +0000,1,49,24.7361111111111111
2019-07-11 00:00:00 +0000 +0000,2,53,28.8819444444444444
2019-07-12 00:00:00 +0000 +0000,1,56,25.5451388888888889
2019-07-13 00:00:00 +0000 +0000,1,40,21.1951219512195122
2019-07-14 00:00:00 +0000 +0000,1,36,16.1846689895470383
2019-07-15 00:00:00 +0000 +0000,2,31,16.5000000000000000
2019-07-16 00:00:00 +0000 +0000,1,51,22.3645833333333333
2019-07-17 00:00:00 +0000 +0000,1,49,23.2342657342657343
2019-07-18 00:00:00 +0000 +0000,1,49,24.5069444444444444
2019-07-19 00:00:00 +0000 +0000,1,49,25.7187500000000000
2019-07-20 00:00:00 +0000 +0000,1,44,21.1805555555555556
2019-07-21 00:00:00 +0000 +0000,1,31,14.6979166666666667
2019-07-22 00:00:00 +0000 +0000,1,49,24.4722222222222222
2019-07-23 00:00:00 +0000 +0000,1,49,24.8541666666666667
2019-07-24 00:00:00 +0000 +0000,1,51,26.1145833333333333
2019-07-25 00:00:00 +0000 +0000,1,51,24.6354166666666667
2019-07-26 00:00:00 +0000 +0000,1,57,26.4097222222222222
2019-07-27 00:00:00 +0000 +0000,1,44,21.5729166666666667
2019-07-28 00:00:00 +0000 +0000,1,27,13.8645833333333333
2019-07-29 00:00:00 +0000 +0000,1,49,22.2397003745318352
2019-07-30 00:00:00 +0000 +0000,1,53,23.5902777777777778
2019-07-31 00:00:00 +0000 +0000,1,53,22.3576388888888889
2019-08-01 00:00:00 +0000 +0000,1,53,23.9166666666666667
2019-08-02 00:00:00 +0000 +0000,1,56,25.1041666666666667
2019-08-03 00:00:00 +0000 +0000,1,40,20.0868055555555556
2019-08-04 00:00:00 +0000 +0000,1,31,12.3472222222222222
2019-08-05 00:00:00 +0000 +0000,1,49,21.6076388888888889
2019-08-06 00:00:00 +0000 +0000,1,56,23.0243055555555556
2019-08-07 00:00:00 +0000 +0000,1,51,23.8506944444444444
2019-08-08 00:00:00 +0000 +0000,1,54,26.0694444444444444
2019-08-09 00:00:00 +0000 +0000,1,51,25.3041958041958042
2019-08-10 00:00:00 +0000 +0000,1,26,10.9479166666666667
2019-08-11 00:00:00 +0000 +0000,1,29,12.0659722222222222
2019-08-12 00:00:00 +0000 +0000,1,35,14.1145833333333333
2019-08-13 00:00:00 +0000 +0000,1,22,9.8541666666666667
2019-08-14 00:00:00 +0000 +0000,1,18,7.5694444444444444
2019-08-15 00:00:00 +0000 +0000,1,26,9.0659722222222222
2019-08-16 00:00:00 +0000 +0000,1,26,9.3368055555555556
2019-08-17 00:00:00 +0000 +0000,1,51,16.8229166666666667
2019-08-18 00:00:00 +0000 +0000,1,22,8.9444444444444444
2019-08-19 00:00:00 +0000 +0000,1,49,19.5937500000000000
2019-08-20 00:00:00 +0000 +0000,1,51,23.1423611111111111
2019-08-21 00:00:00 +0000 +0000,1,53,24.8263888888888889
2019-08-22 00:00:00 +0000 +0000,1,53,23.8611111111111111
2019-08-23 00:00:00 +0000 +0000,1,57,25.2777777777777778
2019-08-24 00:00:00 +0000 +0000,1,49,22.9479166666666667
2019-08-25 00:00:00 +0000 +0000,1,35,16.6631578947368421
2019-08-26 00:00:00 +0000 +0000,1,54,25.3680555555555556
2019-08-27 00:00:00 +0000 +0000,1,57,26.4375000000000000
2019-08-28 00:00:00 +0000 +0000,1,61,28.5520833333333333
2019-08-29 00:00:00 +0000 +0000,1,65,31.8923611111111111
2019-08-30 00:00:00 +0000 +0000,1,36,15.9722222222222222
2019-08-31 00:00:00 +0000 +0000,1,42,18.8715277777777778
2019-09-01 00:00:00 +0000 +0000,1,44,18.5699300699300699
2019-09-02 00:00:00 +0000 +0000,1,56,25.5416666666666667
2019-09-03 00:00:00 +0000 +0000,1,57,26.6423611111111111
2019-09-04 00:00:00 +0000 +0000,1,61,29.0555555555555556
2019-09-05 00:00:00 +0000 +0000,1,59,28.2708333333333333
2019-09-06 00:00:00 +0000 +0000,1,64,29.7291666666666667
2019-09-07 00:00:00 +0000 +0000,1,56,28.1076388888888889
2019-09-08 00:00:00 +0000 +0000,1,45,20.3020833333333333
2019-09-09 00:00:00 +0000 +0000,1,51,22.5965517241379310
2019-09-10 00:00:00 +0000 +0000,1,54,25.4618055555555556
2019-09-11 00:00:00 +0000 +0000,1,60,25.9507042253521127
2019-09-12 00:00:00 +0000 +0000,1,58,26.5520833333333333
2019-09-13 00:00:00 +0000 +0000,2,69,30.7543859649122807
2019-09-14 00:00:00 +0000 +0000,1,54,27.1979166666666667
2019-09-15 00:00:00 +0000 +0000,1,45,21.1006944444444444
2019-09-16 00:00:00 +0000 +0000,1,58,24.8784722222222222
2019-09-17 00:00:00 +0000 +0000,1,58,26.3784722222222222
2019-09-18 00:00:00 +0000 +0000,1,62,27.3588850174216028
2019-09-19 00:00:00 +0000 +0000,1,63,27.9097222222222222
2019-09-20 00:00:00 +0000 +0000,1,80,37.6250000000000000
2019-09-21 00:00:00 +0000 +0000,1,62,29.0555555555555556
2019-09-22 00:00:00 +0000 +0000,1,54,22.8197879858657244
2019-09-23 00:00:00 +0000 +0000,1,60,25.4634146341463415
2019-09-24 00:00:00 +0000 +0000,1,67,28.0662020905923345
2019-09-25 00:00:00 +0000 +0000,1,54,26.3403508771929825
2019-09-26 00:00:00 +0000 +0000,1,67,27.5520833333333333
2019-09-27 00:00:00 +0000 +0000,1,62,28.1076388888888889
2019-09-28 00:00:00 +0000 +0000,1,56,25.5679442508710801
2019-09-29 00:00:00 +0000 +0000,1,53,21.3404255319148936
2019-09-30 00:00:00 +0000 +0000,1,58,25.4788732394366197
2019-10-01 00:00:00 +0000 +0000,1,67,27.5277777777777778
2019-10-02 00:00:00 +0000 +0000,1,63,28.4250871080139373
2019-10-03 00:00:00 +0000 +0000,1,65,29.3159722222222222
2019-10-04 00:00:00 +0000 +0000,2,67,30.7916666666666667
2019-10-05 00:00:00 +0000 +0000,4,60,30.7282229965156794
2019-10-06 00:00:00 +0000 +0000,1,45,21.7881944444444444
2019-10-07 00:00:00 +0000 +0000,1,58,25.7881944444444444
2019-10-08 00:00:00 +0000 +0000,4,72,35.9791666666666667
2019-10-09 00:00:00 +0000 +0000,1,65,27.7735191637630662
2019-10-10 00:00:00 +0000 +0000,1,65,28.6631944444444444
2019-10-11 00:00:00 +0000 +0000,1,67,30.0208333333333333
2019-10-12 00:00:00 +0000 +0000,1,60,28.0520833333333333
2019-10-13 00:00:00 +0000 +0000,1,53,21.7743055555555556
2019-10-14 00:00:00 +0000 +0000,1,63,26.5821428571428571
2019-10-15 00:00:00 +0000 +0000,2,62,27.5920577617328520
2019-10-16 00:00:00 +0000 +0000,1,62,26.6560283687943262
2019-10-17 00:00:00 +0000 +0000,2,62,28.7368421052631579
2019-10-18 00:00:00 +0000 +0000,4,69,29.9924242424242424
2019-10-19 00:00:00 +0000 +0000,2,58,28.7293233082706767
2019-10-20 00:00:00 +0000 +0000,1,54,22.6335877862595420
2019-10-21 00:00:00 +0000 +0000,1,62,25.3173431734317343
2019-10-22 00:00:00 +0000 +0000,1,65,28.3645833333333333
2019-10-23 00:00:00 +0000 +0000,2,67,29.1701388888888889
2019-10-24 00:00:00 +0000 +0000,2,69,30.3678571428571429
2019-10-25 00:00:00 +0000 +0000,2,74,32.9330985915492958
2019-10-26 00:00:00 +0000 +0000,1,63,28.6428571428571429
2019-10-27 00:00:00 +0000 +0000,1,63,17.4522058823529412
2019-10-28 00:00:00 +0000 +0000,1,53,20.4064748201438849
2019-10-29 00:00:00 +0000 +0000,2,36,16.1805555555555556
2019-10-30 00:00:00 +0000 +0000,1,60,26.5559566787003610
2019-10-31 00:00:00 +0000 +0000,2,80,33.9673913043478261
2019-11-01 00:00:00 +0000 +0000,13,71,38.0245614035087719
2019-11-02 00:00:00 +0000 +0000,2,60,28.0731707317073171
2019-11-03 00:00:00 +0000 +0000,2,65,30.0486111111111111
2019-11-04 00:00:00 +0000 +0000,2,62,27.0418118466898955
2019-11-05 00:00:00 +0000 +0000,4,65,30.7013888888888889
2019-11-06 00:00:00 +0000 +0000,4,71,31.2083333333333333
2019-11-07 00:00:00 +0000 +0000,2,69,30.1909722222222222
2019-11-08 00:00:00 +0000 +0000,2,74,33.0801393728222997
2019-11-09 00:00:00 +0000 +0000,4,63,29.6480836236933798
2019-11-10 00:00:00 +0000 +0000,1,49,22.5694444444444444
2019-11-11 00:00:00 +0000 +0000,2,60,26.9290780141843972
2019-11-12 00:00:00 +0000 +0000,4,63,29.3611111111111111
2019-11-13 00:00:00 +0000 +0000,2,65,28.3680555555555556
2019-11-14 00:00:00 +0000 +0000,4,76,33.6006944444444444
2019-11-15 00:00:00 +0000 +0000,4,72,32.8194444444444444
2019-11-16 00:00:00 +0000 +0000,2,69,32.0383275261324042
2019-11-17 00:00:00 +0000 +0000,1,58,25.4027777777777778
2019-11-18 00:00:00 +0000 +0000,2,69,31.1149825783972125
2019-11-19 00:00:00 +0000 +0000,4,74,31.9236111111111111
2019-11-20 00:00:00 +0000 +0000,6,74,33.5714285714285714
2019-11-21 00:00:00 +0000 +0000,4,76,33.1875000000000000
2019-11-22 00:00:00 +0000 +0000,4,76,33.5277777777777778
2019-11-23 00:00:00 +0000 +0000,4,62,30.4097222222222222
2019-11-24 00:00:00 +0000 +0000,1,54,24.9965277777777778
2019-11-25 00:00:00 +0000 +0000,2,65,27.3750000000000000
2019-11-26 00:00:00 +0000 +0000,9,67,32.2737226277372263
2019-11-27 00:00:00 +0000 +0000,8,67,31.9340277777777778
2019-11-28 00:00:00 +0000 +0000,2,65,29.7979094076655052
2019-11-29 00:00:00 +0000 +0000,4,72,35.0346020761245675
2019-11-30 00:00:00 +0000 +0000,2,62,29.4425087108013937
2019-12-01 00:00:00 +0000 +0000,2,49,23.1236749116607774
2019-12-02 00:00:00 +0000 +0000,2,69,28.9326241134751773
2019-12-03 00:00:00 +0000 +0000,4,74,33.0555555555555556
2019-12-04 00:00:00 +0000 +0000,13,69,39.7093425605536332
2019-12-05 00:00:00 +0000 +0000,6,74,34.7187500000000000
2019-12-06 00:00:00 +0000 +0000,4,76,32.2916666666666667
2019-12-07 00:00:00 +0000 +0000,4,60,28.6097560975609756
2019-12-08 00:00:00 +0000 +0000,1,40,17.6585365853658537
2019-12-09 00:00:00 +0000 +0000,2,65,28.1527777777777778
2019-12-10 00:00:00 +0000 +0000,4,67,30.5749128919860627
2019-12-11 00:00:00 +0000 +0000,4,80,32.6111111111111111
2019-12-12 00:00:00 +0000 +0000,6,67,31.6944444444444444
2019-12-13 00:00:00 +0000 +0000,9,69,34.5389830508474576
2019-12-14 00:00:00 +0000 +0000,4,62,30.5729166666666667
2019-12-15 00:00:00 +0000 +0000,1,45,19.4076655052264808
2019-12-16 00:00:00 +0000 +0000,1,69,28.8888888888888889
2019-12-17 00:00:00 +0000 +0000,4,67,31.5555555555555556
2019-12-18 00:00:00 +0000 +0000,8,72,32.9375000000000000
2019-12-19 00:00:00 +0000 +0000,4,69,32.0530035335689046
2019-12-20 00:00:00 +0000 +0000,4,72,33.3611111111111111
2019-12-21 00:00:00 +0000 +0000,2,58,28.5310344827586207
2019-12-22 00:00:00 +0000 +0000,2,45,20.7979094076655052
2019-12-23 00:00:00 +0000 +0000,4,72,34.4355400696864111
2019-12-24 00:00:00 +0000 +0000,6,67,35.9163763066202091
2019-12-25 00:00:00 +0000 +0000,4,72,33.3736654804270463
2019-12-26 00:00:00 +0000 +0000,9,74,38.8146853146853147
2019-12-27 00:00:00 +0000 +0000,8,78,37.0627177700348432
2019-12-28 00:00:00 +0000 +0000,6,65,34.8923611111111111
2019-12-29 00:00:00 +0000 +0000,8,42,21.2361111111111111
2019-12-30 00:00:00 +0000 +0000,4,71,37.0551724137931034
2019-12-31 00:00:00 +0000 +0000,6,62,32.1184668989547038
2020-01-01 00:00:00 +0000 +0000,2,33,14.7272727272727273
2020-01-02 00:00:00 +0000 +0000,4,72,35.5679442508710801
2020-01-03 00:00:00 +0000 +0000,9,63,30.2708333333333333
2020-01-04 00:00:00 +0000 +0000,1,45,21.7361111111111111
2020-01-05 00:00:00 +0000 +0000,2,45,18.9166666666666667
2020-01-06 00:00:00 +0000 +0000,15,80,44.4826388888888889
2020-01-07 00:00:00 +0000 +0000,17,80,44.0176056338028169
2020-01-08 00:00:00 +0000 +0000,15,74,36.8819444444444444
2020-01-09 00:00:00 +0000 +0000,9,71,34.6271777003484321
2020-01-10 00:00:00 +0000 +0000,6,74,33.9409722222222222
2020-01-11 00:00:00 +0000 +0000,4,54,26.7560975609756098
2020-01-12 00:00:00 +0000 +0000,2,35,17.0905923344947735
2020-01-13 00:00:00 +0000 +0000,6,60,28.4703832752613240
2020-01-14 00:00:00 +0000 +0000,6,65,30.9166666666666667
2020-01-15 00:00:00 +0000 +0000,6,63,30.0902777777777778
2020-01-16 00:00:00 +0000 +0000,4,69,31.5243055555555556
2020-01-17 00:00:00 +0000 +0000,6,81,36.8645833333333333
2020-01-18 00:00:00 +0000 +0000,9,63,32.2787456445993031
2020-01-19 00:00:00 +0000 +0000,4,49,23.9747292418772563
2020-01-20 00:00:00 +0000 +0000,11,74,38.3159722222222222
2020-01-21 00:00:00 +0000 +0000,8,71,33.5555555555555556
2020-01-22 00:00:00 +0000 +0000,4,71,33.2361111111111111
2020-01-23 00:00:00 +0000 +0000,6,71,32.7526132404181185
2020-01-24 00:00:00 +0000 +0000,4,71,32.7534722222222222
2020-01-25 00:00:00 +0000 +0000,6,60,31.3402777777777778
2020-01-26 00:00:00 +0000 +0000,4,47,25.0277777777777778
2020-01-27 00:00:00 +0000 +0000,4,65,29.9166666666666667
2020-01-28 00:00:00 +0000 +0000,11,67,36.4583333333333333
2020-01-29 00:00:00 +0000 +0000,6,83,35.2906574394463668
2020-01-30 00:00:00 +0000 +0000,13,67,37.0243055555555556
2020-01-31 00:00:00 +0000 +0000,6,71,33.6979166666666667
2020-02-01 00:00:00 +0000 +0000,8,56,30.5540069686411150
2020-02-02 00:00:00 +0000 +0000,2,53,22.5034722222222222
2020-02-03 00:00:00 +0000 +0000,1,60,27.5069444444444444
